Last name,First name,Title,Student?,Status,Regn. #,Days,Metadata,Scheduled,Invited,Rough Topic,Title,Abstract,Scheduling comments,Topic comments,,,,,,,,
Wesel,Richard,PROFESSOR,FALSE,ALMOST_CERTAINLY,211,MAM,M|1|1|1,M-Coding 1,,C-fb,Low-complexity posterior matching over the binary symmetric channel with feedback,"Posterior matching delivers the best known achievable rates for the binary symmetric channel (BSC) with feedback, but can be complex to implement.  This talk presents recent work that relaxes the requirements on partitioning while still maintaining (or improving) the known achievable rate bounds.  The relaxed partitioning requirements allow a simple but effective partitioning approach that performs well above the known lower bounds on achievable rate.   As a postscript we comment on the benefits of  having the initial communication be systematic for both the BSC and the binary erasure channel with feedback.  See paper at https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10273756 doi 10.1109/TIT.2023.3322095.","Alon: Monday morning only, ideally on the earlier side as he emcees the lunch session.","This is a talk on achievable rates of variable-length coding with feedback for short block lengths.  If it could be in a session with other talk on feedback, that would be very nice.  More generally, it could be in a session about short-blocklength communication",,,,,,,,
Perotti,Alberto,DOCTOR,FALSE,ALMOST_CERTAINLY,177,"M,T,W,TH",M|1|1|2,M-Coding 1,,"C-fb,ML",Deep Learning-based Error Correction Codes for Feedback Channels,"Specific industrial wireless applications demand ultra-high reliability for transmitting short messages. Achieving this is exceptionally challenging since the performance of existing error correction codes degrades significantly when decreasing the block length. As a remedy, usage of feedback from receiver to transmitter has been considered a promising solution. However, the design of effective feedback codes has remained an open problem for a long time. Recently, deep learning (DL) has brought about revolutionary advances in this field. Unlike previous approaches that utilize recurrent neural networks (NN), our recent works explore deep NNs with the attention mechanism and transformer architectures. This has led to improvements of several orders of magnitude in block error rate.",I plan to attend ITA from Monday (Feb 19) to Thursday (Feb 22).,"Deep learning, Error correction codes, channels with feedback, ultra-reliable transmission.",,,,,,,,
Dolecek,Lara,PROFESSOR,FALSE,ALMOST_CERTAINLY,117,"M,T",M|1|1|3,M-Coding 1,,C-qkd,On graph codes for high-dimensional QKD,,Please schedule for Monday or Tuesday only. Thank you.,,,,,,,,,
Vasic,Bane,PROFESSOR,FALSE,ALMOST_CERTAINLY,54,"M,T",M|1|1|4,M-Coding 1,,"C, Quantum",Low-Latency Decoding of Hypergraph-Product Codes,"Quantum error correction (QEC) is critical for the practical realization of fault-tolerant quantum computing. All quantum computers today use topological codes in which qubits are entangled through stabilizers locally. While this simplifies design, such codes have asymptotically diminishing rates and thus are not scalable with increasing number of qubits. The prime QEC code candidate in this regard is sparse non-local stabilizer codes - quantum low-density parity-check (QLDPC) codes. Unlike classical LDPC codes, the design flexibility of QLDPC codes is primarily constrained by the commutativity requirement of their stabilizers. In addition, unreliable stabilizer measurement circuitry and long-range connectivity among qubits impose new code design constraints. Furthermore, such QLDPC codes are inherently degenerate - giving rise to more than one error having the same syndrome. Existing iterative decoding solutions fail to make use of this unique quantum feature of degeneracy. Low latency decoding apparatus that can prevent error propagation in quantum hardware calls for a highly parallel decoding solution - completing decoding cycles in real-time without sacrificing their error correction performance. This talk will introduce a method for constructing decoders that deal with the above issues.",Monday or Tuesday Ideally in channel coding or LDPC codes session,,,,,,,,,
Yang,Siyi,DOCTOR,FALSE,ALMOST_CERTAINLY,232,"M,T,INV",M|1|2|1,M-Quantum LDPC Codes for Fault-Tolerant Computation (Inv),Quantum Error Correction - Nithin,C,Spatially-Coupled QLDPC Codes,"Spatially-coupled (SC) codes is a class of convolutional LDPC codes that has been well investigated in classical coding theory thanks to their high performance and compatibility with low-latency decoders. We describe toric codes as quantum counterparts of classical two-dimensional spatially-coupled (2D-SC) codes, and introduce spatially-coupled quantum LDPC (SC-QLDPC) codes as a generalization. We use the convolutional structure to represent the parity check matrix of a 2D-SC code as a polynomial in two indeterminates, and derive an algebraic condition that is both necessary and sufficient for a 2D-SC code to be a stabilizer code. This algebraic framework facilitates the construction of new code families. While not the focus of this paper, we note that small memory facilitates physical connectivity of qubits, and it enables local encoding and low-latency windowed decoding. In this paper, we use the algebraic framework to optimize short cycles in the Tanner graph of 2D-SC hypergraph product (HGP) codes that arise from short cycles in either component code. While prior work focuses on QLDPC codes with rate less than 1/10, we construct 2D-SC HGP codes with small memories, higher rates (about 1/3), and superior thresholds.",,I will speak in the “Quantum Error Correction Coding” session to be held on Mon or Tue,,,,,,,,
Rengaswamy,Narayanan,PROFESSOR,FALSE,ALMOST_CERTAINLY,230,"M,TAM,INV",M|1|2|2,M-Quantum LDPC Codes for Fault-Tolerant Computation (Inv),Quantum Error Correction - Nithin,C,Fault-Tolerant Quantum Computing with Quantum LDPC Codes,"Recent years have seen exciting developments in the construction of quantum LDPC codes with optimal scaling of code dimension and minimum distance in terms of the code length. To enable fault-tolerant quantum computing with these codes, it is essential to build scalable and efficient decoding algorithms as well as design fault-tolerant logical operations to manipulate the encoded information. In this talk, we will focus on the latter and discuss the challenges in developing and implementing such logical operations.","I plan to present at the ""Quantum Error Correction Coding"" session to be held on Monday or Tuesday. I must leave by Tuesday afternoon, hence I would appreciate if the session can be scheduled for Monday or Tuesday morning. Monday would be ideal since that would give me a chance to interact with people who join my talk.",Quantum error correction,,,,,,,,
Raveendran,Nithin,DOCTOR,FALSE,ALMOST_CERTAINLY,231,"M,T,INV",M|1|2|3,M-Quantum LDPC Codes for Fault-Tolerant Computation (Inv),Quantum Error Correction - Nithin,C,Concatenated QLDPC Codes and Decoders,"A successful ongoing marriage of the discrete variable quantum error correction code – Quantum Low-density parity-check (QLDPC) code with the continuous variable Bosonic codes, for example, Gottesman-Kitaev-Preskil code. We will discuss more on their decoders and in general, some of the recent successful collaborative efforts in bringing QLDPC codes to future reality.",Will be helping in the organization (and also a speaker) for the “Quantum Error Correction Coding” session to be held on Mon or Tue.,Will be part of the “Quantum Error Correction Coding” session to be held on Mon or Tue.,,,,,,,,
Yao,Hanwen,MISTER,FALSE,ALMOST_CERTAINLY,55,"M,T,INV",M|1|2|4,M-Quantum LDPC Codes for Fault-Tolerant Computation (Inv),Quantum Error Correction - Nithin,C,Belief Propagation Decoding of Quantum LDPC Codes with Guided Decimation,"Quantum low-density parity-check (QLDPC) codes have emerged as a promising technique for quantum error correction. A variety of decoders have been proposed for QLDPC codes and many utilize belief propagation (BP) decoding in some fashion. However, the use of BP decoding for degenerate QLDPC codes is known to have issues with convergence. These issues are typically attributed to short cycles in the Tanner graph and error patterns with the same syndrome due to code degeneracy. In this work, we propose a decoder for QLDPC codes based on BP guided decimation (BPGD), which has been previously studied for constraint satisfaction and lossy compression problems. This decimation process is applicable to both binary and quaternary BP and it involves sequentially freezing the value of the most reliable qubits to encourage BP convergence. We find that BPGD significantly reduces the BP failure rate due to non-convergence, achieving performance on par with BP with ordered statistics decoding and BP with stabilizer inactivation, without the need to solve any systems of linear equations. To better understand how and why BPGD improves performance, we discuss several interpretations of BPGD and their connection to BP syndrome decoding.",I will speak in the “Quantum Error Correction Coding” session to be held on Mon or Tue.,,,,,,,,,
Saeedi Bidokhti,Shirin,DOCTOR,FALSE,ALMOST_CERTAINLY,331,"M,T,W,INV",M|1|3|1,M-ML Approaches to Info Theory (Inv),Machine Learning Approaches to Information Theory - Haim Permuter,,Neural Compression with Latice Transform Coding,,my talk is already scheduled in Haim's session,,,,,,,,,
Narayanan,Krishna,PROFESSOR,FALSE,ALMOST_CERTAINLY,332,"M,TAM,INV",M|1|3|2,M-ML Approaches to Info Theory (Inv),Machine Learning Approaches to Information Theory - Haim Permuter,,In-Context Estimation using Transformers for Wireless Communications,"We propose a novel approach, called in-context estimation, for the canonical wireless communication problem of estimating transmitted symbols from received symbols when the underlying wireless channel is unknown and is sampled from a prior distribution with a hierarchical model with a latent context. We make the basic connection that transformers show excellent contextual sequence completion with a few prompts, and so they should be able to implicitly determine the latent context from pilot symbols to perform end-to-end in-context estimation of transmitted symbols. Furthermore, the transformer should use information efficiently, i.e., it should utilize any pilots received to attain the best possible symbol estimates. Through extensive simulations, we show that in-context estimation not only significantly outperforms standard approaches, but also achieves the same performance as an estimator with perfect knowledge of the latent context within a few context examples. Thus, we make a case that transformers are efficient in-context estimators in the communication setting.",Please schedule in the invited session on Machine Learning Approaches to Information Theory organized by Haim Permuter. I can present only on Monday or Tuesday morning.,,,,,,,,,
Mahdavifar,Hessam,PROFESSOR,FALSE,ALMOST_CERTAINLY,301,"MPM,TPM,W,THAM,F",M|1|3|3,M-ML Approaches to Info Theory (Inv),Machine Learning Approaches to Information Theory - Haim Permuter,C-ML,Machine Learning-Aided Channel Coding,,"Monday (afternoon), Tuesday (afternoon), Wednesday (whole day), Thursday (morning) Friday (whole day)",Machine Learning Approaches to Information Theory,,,,,,,,
Permuter,Haim,PROFESSOR,FALSE,ALMOST_CERTAINLY,11,INV,M|1|3|4,M-ML Approaches to Info Theory (Inv),Machine Learning Approaches to Information Theory - Haim Permuter,ML-IT,Data Driven Approach for Estimating and Achieving Capacity,"In this talk we will develop a principled framework for neural estimation and optimization of information measures and specifically directed information, which is then leveraged to estimate the feedforward and feedback capacities of general channels and to design a decoder for polar codes based on neural networks. To that end, we propose a novel Directed Information Neural Estimator (DINE) that complements the Mutual Information Neural Estimation (MINE), and then develop methods for optimizing DINE and MINE over the channel input distributions. More specifically, two optimization methods are proposed, one for continuous channel input spaces and the other for discrete. While capacity estimation is the main application considered in this talk, we will discuss how the developed estimation and optimization techniques are applicable in additional scenarios where (maximized) Directed Information is of interest such as probability density estimation for processes with memory, causality identification and machine learning in general.",,The talk will be given in an invited session,,,,,,,,
Koyuncu,Erdem,DOCTOR,FALSE,ALMOST_CERTAINLY,240,"M,INV",M|2|1|1,M-Distributed and Federated Learning (Inv),Distributed and Federated Learning,ML-Dist-Fed,Federated representation learning through clustering,"Federated self-supervised learning (FedSSL) methods have proven to be very useful in learning unlabeled data that is distributed to multiple clients, possibly heterogeneously. However, there is still a lot of room for improvement for FedSSL methods, especially for the case of highly heterogeneous data and a large number of classes. In this paper, we introduce a new way of thinking to approach the FedSSL problems. Specifically, we propose optimizing the representations through the more difficult task of clustering. The resulting federated representation learning through clustering (FedRLC) scheme utilizes i) a crossed KL divergence loss with a data selection strategy during local training and ii) a dynamic upload on local cluster centers during communication updates. Experimental results show that FedRLC achieves state-of-the-art results on widely used benchmarks even with highly heterogeneous settings and datasets with a large number of classes such as CIFAR-100.",The session is on Monday.,Invited session on Distributed and Federated Learning.,,,,,,,,
Michelusi,Nicolo,PROFESSOR,FALSE,ALMOST_CERTAINLY,146,"M,T,W,TH,INV",M|2|1|2,M-Distributed and Federated Learning (Inv),Distributed and Federated Learning,ML-Dist-Fed,Analog-digital Scheduling for Federated Learning: A Communication-Efficient Approach,"Over-the-air (OTA) computation has recently emerged as a communication-efficient Federated Learning (FL) paradigm to train machine learning models over wireless networks. However, its performance is limited by the device with the worst SNR, resulting in fast yet noisy updates. On the other hand, allocating orthogonal resource blocks to individual devices via digital channels mitigates the noise in the updates, at the cost of increased communication latency. We present ADFL, a novel Analog-Digital FL scheme that combines the advantages of both approaches by dynamically scheduling devices to use either OTA computation or digital channels. We cast the optimal scheduling problem as the minimization of the mean squared error on the global gradient estimated at the parameter server, subject to a delay constraint. We demonstrate that the optimal scheduling configuration is defined by a metric that captures the channel conditions and gradient magnitudes, and show that the bit allocation problem for digital devices can be solved efficiently via convex optimization techniques.",the session is on Monday,Part of the invited session on distributed and federated learning,,,,,,,,
Jafarkhani,Hamid,PROFESSOR,FALSE,ALMOST_CERTAINLY,206,"M,INV",M|2|1|3,M-Distributed and Federated Learning (Inv),Distributed and Federated Learning,ML-Dist-Fed,Distributed learning in networks with delays,,The session is on Monday,This is part of the invited session on distributed and federated learning,,,,,,,,
Diggavi,Suhas,PROFESSOR,FALSE,ALMOST_CERTAINLY,263,M<3pm,M|2|1|4,M-Distributed and Federated Learning (Inv),,ML-Fed,Hierarchical Bayes Approach to Personalized Federated Unsupervised Learning,"Statistical heterogeneity of clients' local data is an important characteristic in federated learning, motivating personalized algorithms tailored to the local data statistics. Though there has been a plethora of algorithms proposed for personalized supervised learning, discovering structure of local data through personalized unsupervised learning is less explored. We initiate a systematic study of such personalized unsupervised learning by developing algorithms based on optimization criteria inspired by a hierarchical Bayesian statistical framework. We develop adaptive algorithms that discover the balance between using limited local data and collaborative information. We do this in the context of two unsupervised learning tasks: personalized dimensionality reduction and personalized diffusion models. We develop convergence analyses for our adaptive algorithms which illustrate the dependence on problem parameters (e.g., heterogeneity, local sample size). We also develop a theoretical framework for personalized diffusion models, which shows the benefits of collaboration even under heterogeneity. We finally evaluate our proposed algorithms using synthetic and real data, demonstrating the effective sample amplification for personalized tasks, induced through collaboration, despite data heterogeneity.",ONLY Monday up to early afternoon (leaving around 4.30pm from SD),"personalization, federated learning, unsupervised learning.",,,,,,,,
Seferoglu,Hulya,PROFESSOR,FALSE,ALMOST_CERTAINLY,239,"M,T",M|2|2|1,M-Distributed Learning and Optimization,,ML,DIGEST: Fast and Communication Efficient Decentralized Learning with Local Updates,"Two widely considered decentralized learning algorithms are Gossip and random walk-based learning. Gossip algorithms (both synchronous and asynchronous versions) suffer from high communication cost, while random-walk based learning experiences increased convergence time. In this paper, we design a fast and communication-efficient asynchronous decentralized learning mechanism DIGEST by taking advantage of both Gossip and random-walk ideas, and focusing on stochastic gradient descent (SGD). DIGEST is an asynchronous decentralized algorithm building on local-SGD algorithms, which are originally designed for communication efficient centralized learning. We design both single-stream and multi-stream DIGEST, where the communication overhead may increase when the number of streams increases, and there is a convergence and communication overhead trade-off which can be leveraged. We analyze the convergence of single- and multi-stream DIGEST, and prove that both algorithms approach to the optimal solution asymptotically for both iid and non-iid data distributions. We evaluate the performance of single- and multi-stream DIGEST for logistic regression and a deep neural network ResNet20. The simulation results confirm that multi-stream DIGEST has nice convergence properties; i.e., its convergence time is better than or comparable to the baselines in iid setting, and outperforms the baselines in non-iid setting.","Could you please schedule my talk on Monday or Tuesday if possible? Also, could you please schedule me and my husband Erdem Koyuncu at different sessions? One of us should take care of our kids while the other is presenting :) Thanks a lot.",,,,,,,,,
Rahimian,Amin,DOCTOR,FALSE,ALMOST_CERTAINLY,24,M,M|2|2|2,M-Distributed Learning and Optimization,,ML-Dist,Information aggregation and distributed learning in privacy-critical environments,"How can individuals exchange information to learn from each other in spite of their privacy needs and security concerns? For example, consider people deliberating a contentious topic and being concerned about divulging their private experiences. Similarly, many nonprofit and for-profit organizations bear a legal responsibility to protect their client's data, and yet, they may improve the quality of their services and increase the profitability of their operations through information sharing. Preserving individual privacy and enabling efficient social learning are both important desiderata but seem fundamentally at odds with each other and very hard to reconcile.     We show that common non-Bayesian social learning models, such as linear averaging of local estimates or log-linear updating of beliefs about a finite set of alternatives, are highly receptive to the privacy needs of the participating agents and can accommodate strict privacy requirements at a reasonable cost to the learning quality. So, how should one limit the information requirement of a non-Bayesian iterative update rule to guarantee privacy and still ensure consensus and asymptotic learning for the agents?   Our information leakage controls are based on differential privacy, and they use randomization noise to provide communicating agents with plausible deniability with regard to their private information and their network neighborhoods . Our theoretical guarantees flesh out the nature of the trade-offs in these scenarios between the quality of collective decision making and  aggregate learning, the strictness and nature of the privacy protections, and the incurred cost of additional communications. Available online: https://arxiv.org/abs/2306.15865",I can only attend on Monday.,distributed estimation and online learning,,,,,,,,
Vaswani,Namrata,PROFESSOR,FALSE,ALMOST_CERTAINLY,203,"MPM,T",M|2|2|3,M-Distributed Learning and Optimization,,ML-Fed,AltGDmin-based Fast and Federated Few-Shot Representation Learning,"We introduce a novel algorithmic framework called Alternating gradient descent (GD) & Minimization (AltGDmin). Our work shows that AltGDmin provides a time-, communication-, and sample- efficient solution framework for solving the few-shot representation learning problem with a low-dimensional linear model assumption on the regression vectors. Mathematically this problem is exactly the same as what our previous work refers to as low-rank (LR) column-wise compressive sensing: involves recovering an n x q rank-r matrix X, with rank r << n,q, from column-wise sketches y_k := A_k x_k, for  k=1,2…q. Each y_k is an m-length vector with m < n. Besides representation learning, this problem also occurs in federated sketching and dynamic MRI.  AltGDmin factorizes the unknown LR matrix as X = U B where U and B are tall and broad matrices with r columns and rows respectively. After a spectral initialization for U, it alternates between a minimization step for updating B and a (projected) GD step for updating U. AltGDmin is efficient for classes of optimization problems that are decoupled for B; this means that subsets of columns of B depend only on subsets of the observed/measured/sketched data.  (based on S. Nayer and N. Vaswani, “Fast and sample- efficient federated low rank matrix recovery from column-wise linear and quadratic projections”, IEEE Trans. Information Theory, 2023)",Tuesday,"statistical learning , representation learning",,,,,,,,
Matni,Nikolai,PROFESSOR,FALSE,ALMOST_CERTAINLY,140,M,M|2|3|1,M-Machine Learning and Control,,ML-Rep,Sample-Efficient Linear Representation Learning from Non-IID Non-Isotropic Data,"A powerful concept behind much of the recent progress in machine learning is the extraction of common features across data from heterogeneous sources or tasks. Intuitively, using all of one's data to learn a common representation function benefits both computational effort and statistical generalization by leaving a smaller number of parameters to fine-tune on a given task. Toward theoretically grounding these merits, we propose a general setting of recovering linear operators $M$ from noisy vector measurements $y = Mx + w$, where the covariates $x$ may be both non-i.i.d. and non-isotropic. We demonstrate that existing isotropy-agnostic meta-learning approaches incur biases on the representation update, which causes the scaling of the noise terms to lose favorable dependence on the number of source tasks. This in turn can cause the sample complexity of representation learning to be bottlenecked by the single-task data size. We introduce an adaptation, \texttt{De-bias \& Feature-Whiten} (\texttt{DFW}), of the popular alternating minimization-descent (AMD) scheme proposed in Collins et al., (2021), and establish linear convergence to the optimal representation with noise level scaling down with the \emph{total} source data size. This leads to generalization bounds on the same order as an oracle empirical risk minimizer. We verify the vital importance of \texttt{DFW} on various numerical simulations. In particular, we show that vanilla alternating-minimization descent fails catastrophically even for iid, but mildly non-isotropic data. Our analysis unifies and generalizes prior work, and provides a flexible framework for a wider range of applications, such as in controls and dynamical systems.","Please schedule adjacent to Statistical Learning Theory for Control session organized by Stephen Tu and myself, which should be scheduled on Monday; happy to chair the session my talk ends up in if that's helpful.","Learning and control, representation learning",,,,,,,,
Hassibi,Babak,PROFESSOR,FALSE,ALMOST_CERTAINLY,365,,M|2|3|2,M-Machine Learning and Control,,,Distributionally Robust Infinite Horizon Control,"Distributionally robust (DR) control refers to controlling a linear dynamical system where the probability distribution of the underlying disturbances resides in an ambiguity set around a nominal distribution. DR control minimizes the worst-case expected performance over this ambiguity set and thus interpolates between traditional stochastic control (which considers only the nominal distribution) and traditional robust control (which safeguards against worst-case disturbances). Here we consider Distributionally Robust Regret Optimal (DR-RO) control, where regret is defined as the difference in cost between a causal controller and a clairvoyant controller that has access to future disturbances. This problem has been recently studied in the finite-horizon case, where it has been shown that it can be solved via a semi-definite program. Unfortunately, the size of the semi-definite program grows with the time horizon, thus making it impractical for most control applications. We instead consider the infinite horizon case. We make the following contributions: 1) We show that the optimal controller is infinite-dimensional (i.e., non-rational). 2) We show that the non-rational controller allows a finite dimensional representation, which allows us to compute it to any desired fidelity in the frequency domain, and 3) given any fixed degree, we construct the best rational approximation to the optimal non-rational controller in the infinity norm. These allow us to compute efficient controllers with near-optimal performance.   Items 2) and 3) may prove applicable to other control problems where the optimal controller is non-rational.",,,,,,,,,,
Subramanian,Vijay,PROFESSOR,FALSE,ALMOST_CERTAINLY,209,MPM,M|2|3|3,M-Machine Learning and Control,,Online reinforcement learning,Wireless Video Streaming with Delayed Client-Feedback: A Constrained Decentralized Team View,"We study the optimal control of multiple video streams over a wireless downlink from a base-transceiver-station (BTS)/access point to N end-devices (EDs). The BTS sends video packets to each ED under a joint transmission energy constraint, the EDs choose when to play out the received packets, and the collective goal is to provide a high Quality-of-Experience (QoE) to the clients/end-users. All EDs send feedback about their states and actions to the BTS which reaches it after a fixed deterministic delay. We analyze this team problem with delayed feedback as a cooperative Multi-Agent Constrained Partially Observable Markov Decision Process (MA-C-POMDP).   A core result that we will discuss is a recently established strong duality result for MAC-POMDPs. Using this new result the original video-streaming problem is decomposed into N independent unconstrained transmitter-receiver (two-agent) problems—all sharing a Lagrange multiplier (that also needs to be optimized for optimal control). Thereafter, the common information (CI) approach and the formalism of approximate information states (AISs) are used to guide the design of a neural-network based architecture for learning-based multi-agent control in a single un- constrained transmitter-receiver problem. Finally, simulations on a single transmitter-receiver pair with a stylized QoE model are performed to highlight the advantage of delay-aware two-agent coordination over the transmitter choosing both transmission and play-out actions (perceiving the delayed state of the receiver as its current state).","I'm only attending ITA 2024 on Sunday (reception) and Monday. On Monday I am flexible, but as I am checking out the same day, an early morning talk isn't preferred.","Online reinforcement learning, Decentralized teams, Constrained partially observed Markov Decision Processes",0,,,,,,,
Milanfar,Peyman,DOCTOR,FALSE,ALMOST_CERTAINLY,292,MPM,M|2|3|4,M-Machine Learning and Control,,,The Surprising Power of Denoising,"Denoising is one of the oldest problems in imaging. But besides removing noise, we've found completely unexpected, brand new uses for denoising. I will give a whirlwind tour of why denoising is more important than ever; especially now as a core engine and building block for much more complex tasks in imaging, inverse problems, and machine learning.","Alon: Monday only, preferably afternoon Peyman: ditto and thank you!",,,,,,,,,
Mecklenbrauker,Christoph,PROFESSOR,FALSE,ALMOST_CERTAINLY,51,"M,INV",M|3|1|1,M-Array Sensing (Inv),Array Sensing,,Convergence Analysis of Robust and Sparse M-Estimation of DOA,"Previously, a robust and sparse Direction of Arrival (DOA) estimator was derived for array data that follows a Complex Elliptically Symmetric (CES) distribution with zero-mean and finite second-order moments which is evaluated by iterations. Here, the convergence of the iterations is investigated analytically and numerically. The analytical investigation proceeds in two steps: Firstly it is shown that the true solution is a fixed point of the iteration. Then, it is shown that the iteration update decreases the DOA estimation error. Finally, the required number of iterations until convergence is evaluated numerically for exemplary DOA estimation scenarios and discussed.",,"Array Sensing, Sparsity",,,,,,,,
Müller,Ralf,PROFESSOR,FALSE,ALMOST_CERTAINLY,10,"M,T,INV",M|3|1|2,M-Array Sensing (Inv),Array Sensing (one more coming),,A new radio to overcome critical link budgets,"We propose a new multi-carrier radio concept to cope with critical link budgets that does not require beam alignment. The transmitted signals have all constant envelope in continuous time, which allows for efficient, low-cost power amplification. The concept is compatible with any linear PSK as well as pulse position modulation. Each sub-carrier is sent over a separate antenna that is equipped with a VCO.  Temporal signal combining makes up for the lack of beamforming gain at the transmitter. A common message may be broadcast to many receivers, simultaneously. Demodulation can be efficiently implemented by means of fast Fourier transform. Despite the constant envelope, almost rectangular signal spectra are possible. Wide carrier spacing makes the signals insensitive to Doppler effects.",I can present only on Monday or Tuesday.,"millimeter wave communications, 6G, antenna arrays, terahertz communications",,,,,,,,
Gerstoft,Peter,PROFESSOR,FALSE,ALMOST_CERTAINLY,122,"M,T,INV",M|3|1|3,M-Array Sensing (Inv),Array Sensing,,Direction of Arrival refinement using Wirtinger gradients,,,,,,,,,,,
Pal,Piya,PROFESSOR,FALSE,ALMOST_CERTAINLY,380,,M|3|1|4,M-Array Sensing (Inv),Array Sensing,,Array-informed waveform design and the role of redundancy,,Please schedule in the session on array sensing organized by Peter Gerstoft,,,,,,,,,
Kumar,P Vijay,PROFESSOR,FALSE,ALMOST_CERTAINLY,358,"M,INV",M|3|2|1,M-Lloyd Welch: In Memoriam (Inv),,,On the Contributions of Lloyd Welch,"This talk in honor of the late Professor Lloyd Welch, from the perspective of a former student and colleague, will touch upon a few of his many seminal contributions to the field of information theory, specifically to low-correlation sequences and coding theory.  Thus the talk will cover the family of Gordon-Mills-Welch sequences, the Welch bound, and the Welch-Berlekamp algorithm.",Please see above.  I will only be attending on Monday on this occasion (unfortunately),This is one of the planned talks of the session named: Lloyd Welch: In Memoriam,,,,,,,,
Wicker,Stephen,PROFESSOR,FALSE,ALMOST_CERTAINLY,325,M,M|3|2|2,M-Lloyd Welch: In Memoriam (Inv),,,Lloyd Welch and the long life of Reed-Muller codes,"In this presentation I will make a few personal remarks regarding the life and career of Lloyd Welch.  I will then discuss his approach to Reed-Muller Codes, and his contributions to their use in the NASA Mariner missions.  I will cover his paper with Elwyn Berlekamp on the coset structure of the (32,6) RM code, and then mention how RM codes have been used in cellular technology.",Monday,Algebraic Coding Theory,,,,,,,,
Hales,Al,DOCTOR,FALSE,ALMOST_CERTAINLY,124,MPM,M|3|2|3,M-Lloyd Welch: In Memoriam (Inv),Lloyd Welch,,The Baum-Welch algorithm,"The celebrated Baum-Welch algorithm for analyzing hidden Markov models has led to major advances in a wide variety of applications, including speech, statistics and bioinformatics",Alon: We agreed on Monday afternoon,In memory of Lloyd Welch,,,,,,,,
Zorzi,Michele,PROFESSOR,FALSE,ALMOST_CERTAINLY,281,M,M|3|3|1,M-Wireless Communications,,WCOM-mmwave,Golden Modulation: a New and Effective Waveform for Massive IoT,"Massive Internet of Things systems, e.g., Low Power Wide Area Networks, aim at connecting very large numbers of low-cost devices with multi-year battery life requirements, a goal that is hard to achieve with current technologies. In this paper, a novel asynchronous spread spectrum technique, called Golden Modulation, is introduced. This modulation provides a vast family of equivalent waveforms with very low cross-correlation even in asynchronous conditions, hence enabling naturally massive multiuser operation without the need for inter-user synchronization or interference cancellation receivers. The basic modulation principles, which rely on spectrum spreading via direct Zadoff-Chu sequences modulation, are presented and the corresponding theoretical bit error rate performance in additive white Gaussian noise and multi-path channels is derived and compared by simulation with realistic receiver performance. The demodulation of the Golden Modulation is described, and its performance in the presence of uncoordinated multiple users is characterized and compared against LoRa in a variety of scenarios. Various higher-layer and backward compatibility issues are also discussed.",please note I will only be at the workshop on Monday. sorry for the extreme constraint.,,,,,,,,,
Yu,Wei,PROFESSOR,FALSE,ALMOST_CERTAINLY,136,"M,T",M|3|3|2,M-Wireless Communications,,WCOM,Matrix Fractional Programming for Integrated Sensing and Communications,"In this talk, I will illustrate the role of matrix fractional programming in integrated sensing and communications. The optimization of the sensing operation in wireless communication systems often involves a minimization of the Cramér-Rao bound, which has a matrix fractional structure. We show how matrix fractions can be decoupled to allow efficient iterative numerical optimization. We give two examples involving the optimization of beamformers and the optimization of reflective patterns of reconfigurable intelligent surface for joint sensing and communications to illustrate this technique.",Monday or Tuesday,"wireless communications, integrated sensing and communications, optimization",,,,,,,,
Chockalingam,Ananthanarayanan,PROFESSOR,FALSE,ALMOST_CERTAINLY,158,"M,T",M|3|3|3,M-Wireless Communications,,WCOM,OTFS 2.0 (Zak-OTFS) modulation: Near-optimal detection,"6G presents an opportunity to reflect on the fundamentals of wireless communication, as it becomes more and more difficult to estimate channels in high-mobility/high-Doppler environments when information signaling and signal processing are carried out in the traditional time-frequency (TF) domain. Also, the convergence of communication and radar sensing in 6G and beyond has focused research attention on the design of waveforms that can support both applications. This talk will focus on the recent Zak-OTFS modulation (also referred to as OTFS 2.0), a delay-Doppler (DD) domain modulation suited well for communication and radar sensing. The Zak-OTFS input/output relation is predictable and non-fading when the delay and Doppler periods are greater than the effective channel delay and Doppler spreads, a condition which is referred to as the crystallization condition. This talk will address the issue of near-optimal detection of Zak-OTFS signal detection at low complexities that scale well for large frame sizes.",Prefer a slot on Monday or Tuesday.,"Wireless communications, new waveforms for communications and radar sensing.",,,,,,,,
Sun,Wei,DOCTOR,FALSE,ALMOST_CERTAINLY,412,,M|3|3|4,M-Wireless Communications,,,Human-Centered IoT Systems for Privacy and Health,"Internet-of-things (IoT) devices have significantly advanced human-centered computing due to their small form factor, low power and low cost. However, as the IoT devices are usually computing resources limited, the human-centered IoT systems are neither trustworthy nor equitable. In this talk, I will discuss the challenges and mainly focus on methods and ideas that I developed to build trustworthy and equitable human-centered IoT systems. As an example, I will show how to detect, fingerprint, and localize concealed IoT devices in the indoor wireless environment by exploiting the emanations automatically emitted from the IoT devices. I will also show how to turn the commodity passive RFID tags into human health sensing sensors for diaper wetness detection and urine pH identification.",,"human-centered IoT, hardware security, innovative IoT applications",,,,,,,,
